"","fold","cvsplit","dimred","learner_id","auc","cell_selection","Model_training_phase","learner"
"5524","fold3","CVsplit1","corrgpca","learner14",1,"cycling_fibroblasts","validation",NA
"5525","fold3","CVsplit1","corrgpca","learner15",1,"cycling_fibroblasts","validation",NA
"5526","fold3","CVsplit1","corrgpca","learner16",1,"cycling_fibroblasts","validation",NA
"5527","fold3","CVsplit1","corrgpca","learner17",1,"cycling_fibroblasts","validation",NA
"5528","fold3","CVsplit1","corrgpca","learner18",1,"cycling_fibroblasts","validation",NA
"5529","fold3","CVsplit1","corrgpca","learner19",1,"cycling_fibroblasts","validation",NA
"5530","fold3","CVsplit1","corrgpca","learner20",1,"cycling_fibroblasts","validation",NA
"5531","fold3","CVsplit1","corrgpca","learner21",1,"cycling_fibroblasts","validation",NA
"5532","fold3","CVsplit1","corrgpca","learner22",1,"cycling_fibroblasts","validation",NA
"5533","fold3","CVsplit1","corrgpca","learner23",1,"cycling_fibroblasts","validation",NA
"5534","fold3","CVsplit1","corrgpca","learner24",1,"cycling_fibroblasts","validation",NA
"5535","fold3","CVsplit1","corrgpca","learner25",1,"cycling_fibroblasts","validation",NA
"5536","fold3","CVsplit1","corrgpca","learner26",1,"cycling_fibroblasts","validation",NA
"5537","fold3","CVsplit1","corrgpca","learner27",1,"cycling_fibroblasts","validation",NA
"5538","fold3","CVsplit1","corrgpca","learner28",1,"cycling_fibroblasts","validation",NA
"5539","fold3","CVsplit1","corrgpca","learner29",1,"cycling_fibroblasts","validation",NA
"5540","fold3","CVsplit1","corrgpca","learner30",1,"cycling_fibroblasts","validation",NA
"5541","fold3","CVsplit1","corrgpca","learner31",0.833333333333333,"cycling_fibroblasts","validation",NA
"5542","fold3","CVsplit1","corrgpca","learner32",1,"cycling_fibroblasts","validation",NA
"5543","fold3","CVsplit1","corrgpca","learner33",1,"cycling_fibroblasts","validation",NA
"5544","fold3","CVsplit1","corrgpca","learner34",1,"cycling_fibroblasts","validation",NA
"5545","fold3","CVsplit1","corrgpca","learner35",1,"cycling_fibroblasts","validation",NA
"5546","fold3","CVsplit1","corrgpca","learner36",1,"cycling_fibroblasts","validation",NA
"5547","fold3","CVsplit1","corrgpca","learner37",1,"cycling_fibroblasts","validation",NA
"5548","fold3","CVsplit1","corrgpca","learner38",1,"cycling_fibroblasts","validation",NA
"5549","fold3","CVsplit1","corrgpca","learner39",1,"cycling_fibroblasts","validation",NA
"5550","fold3","CVsplit1","corrgpca","learner40",1,"cycling_fibroblasts","validation",NA
"5551","fold3","CVsplit1","corrgpca","learner41",1,"cycling_fibroblasts","validation",NA
"5552","fold3","CVsplit1","corrgpca","learner42",1,"cycling_fibroblasts","validation",NA
"5553","fold3","CVsplit1","corrgpca","learner43",1,"cycling_fibroblasts","validation",NA
"5554","fold3","CVsplit1","corrgpca","learner44",1,"cycling_fibroblasts","validation",NA
"5555","fold3","CVsplit1","corrgpca","learner45",1,"cycling_fibroblasts","validation",NA
"5556","fold3","CVsplit1","corrgpca","learner46",1,"cycling_fibroblasts","validation",NA
"5557","fold3","CVsplit1","corrgpca","learner47",0.833333333333333,"cycling_fibroblasts","validation",NA
"5558","fold3","CVsplit1","corrgpca","learner48",1,"cycling_fibroblasts","validation",NA
"5559","fold3","CVsplit1","corrgpca","learner49",1,"cycling_fibroblasts","validation",NA
"5560","fold3","CVsplit1","corrgpca","learner50",1,"cycling_fibroblasts","validation",NA
"5561","fold3","CVsplit2","corrgpca","learner01",0.833333333333333,"cycling_fibroblasts","validation",NA
"5562","fold3","CVsplit2","corrgpca","learner02",1,"cycling_fibroblasts","validation",NA
"5563","fold3","CVsplit2","corrgpca","learner03",0.833333333333333,"cycling_fibroblasts","validation",NA
"5564","fold3","CVsplit2","corrgpca","learner04",0.666666666666667,"cycling_fibroblasts","validation",NA
"5565","fold3","CVsplit2","corrgpca","learner05",0.666666666666667,"cycling_fibroblasts","validation",NA
"5566","fold3","CVsplit2","corrgpca","learner06",1,"cycling_fibroblasts","validation",NA
"5567","fold3","CVsplit2","corrgpca","learner07",1,"cycling_fibroblasts","validation",NA
"5568","fold3","CVsplit2","corrgpca","learner08",1,"cycling_fibroblasts","validation",NA
"5569","fold3","CVsplit2","corrgpca","learner09",1,"cycling_fibroblasts","validation",NA
"5570","fold3","CVsplit2","corrgpca","learner10",1,"cycling_fibroblasts","validation",NA
"5571","fold3","CVsplit2","corrgpca","learner11",1,"cycling_fibroblasts","validation",NA
"5572","fold3","CVsplit2","corrgpca","learner12",0.666666666666667,"cycling_fibroblasts","validation",NA
"5573","fold3","CVsplit2","corrgpca","learner13",1,"cycling_fibroblasts","validation",NA
"5574","fold3","CVsplit2","corrgpca","learner14",1,"cycling_fibroblasts","validation",NA
"5575","fold3","CVsplit2","corrgpca","learner15",1,"cycling_fibroblasts","validation",NA
"5576","fold3","CVsplit2","corrgpca","learner16",0.833333333333333,"cycling_fibroblasts","validation",NA
"5577","fold3","CVsplit2","corrgpca","learner17",1,"cycling_fibroblasts","validation",NA
"5578","fold3","CVsplit2","corrgpca","learner18",1,"cycling_fibroblasts","validation",NA
"5579","fold3","CVsplit2","corrgpca","learner19",0.5,"cycling_fibroblasts","validation",NA
"5580","fold3","CVsplit2","corrgpca","learner20",1,"cycling_fibroblasts","validation",NA
"5581","fold3","CVsplit2","corrgpca","learner21",1,"cycling_fibroblasts","validation",NA
"5582","fold3","CVsplit2","corrgpca","learner22",1,"cycling_fibroblasts","validation",NA
"5583","fold3","CVsplit2","corrgpca","learner23",0.666666666666667,"cycling_fibroblasts","validation",NA
"5584","fold3","CVsplit2","corrgpca","learner24",1,"cycling_fibroblasts","validation",NA
"5585","fold3","CVsplit2","corrgpca","learner25",1,"cycling_fibroblasts","validation",NA
"5586","fold3","CVsplit2","corrgpca","learner26",1,"cycling_fibroblasts","validation",NA
"5587","fold3","CVsplit2","corrgpca","learner27",1,"cycling_fibroblasts","validation",NA
"5588","fold3","CVsplit2","corrgpca","learner28",1,"cycling_fibroblasts","validation",NA
"5589","fold3","CVsplit2","corrgpca","learner29",1,"cycling_fibroblasts","validation",NA
"5590","fold3","CVsplit2","corrgpca","learner30",0.833333333333333,"cycling_fibroblasts","validation",NA
"5591","fold3","CVsplit2","corrgpca","learner31",0.666666666666667,"cycling_fibroblasts","validation",NA
"5592","fold3","CVsplit2","corrgpca","learner32",0.833333333333333,"cycling_fibroblasts","validation",NA
"5593","fold3","CVsplit2","corrgpca","learner33",1,"cycling_fibroblasts","validation",NA
"5594","fold3","CVsplit2","corrgpca","learner34",1,"cycling_fibroblasts","validation",NA
"5595","fold3","CVsplit2","corrgpca","learner35",1,"cycling_fibroblasts","validation",NA
"5596","fold3","CVsplit2","corrgpca","learner36",1,"cycling_fibroblasts","validation",NA
"5597","fold3","CVsplit2","corrgpca","learner37",0.833333333333333,"cycling_fibroblasts","validation",NA
"5598","fold3","CVsplit2","corrgpca","learner38",1,"cycling_fibroblasts","validation",NA
"5599","fold3","CVsplit2","corrgpca","learner39",0.666666666666667,"cycling_fibroblasts","validation",NA
"5600","fold3","CVsplit2","corrgpca","learner40",1,"cycling_fibroblasts","validation",NA
"5601","fold3","CVsplit2","corrgpca","learner41",0.833333333333333,"cycling_fibroblasts","validation",NA
"5602","fold3","CVsplit2","corrgpca","learner42",1,"cycling_fibroblasts","validation",NA
"5603","fold3","CVsplit2","corrgpca","learner43",1,"cycling_fibroblasts","validation",NA
"5604","fold3","CVsplit2","corrgpca","learner44",1,"cycling_fibroblasts","validation",NA
"5605","fold3","CVsplit2","corrgpca","learner45",1,"cycling_fibroblasts","validation",NA
"5606","fold3","CVsplit2","corrgpca","learner46",1,"cycling_fibroblasts","validation",NA
"5607","fold3","CVsplit2","corrgpca","learner47",0.833333333333333,"cycling_fibroblasts","validation",NA
"5608","fold3","CVsplit2","corrgpca","learner48",0.833333333333333,"cycling_fibroblasts","validation",NA
"5609","fold3","CVsplit2","corrgpca","learner49",1,"cycling_fibroblasts","validation",NA
"5610","fold3","CVsplit2","corrgpca","learner50",0.666666666666667,"cycling_fibroblasts","validation",NA
"5611","fold3","CVsplit3","corrgpca","learner01",0.666666666666667,"cycling_fibroblasts","validation",NA
"5612","fold3","CVsplit3","corrgpca","learner02",0.833333333333333,"cycling_fibroblasts","validation",NA
"5613","fold3","CVsplit3","corrgpca","learner03",0.666666666666667,"cycling_fibroblasts","validation",NA
"5614","fold3","CVsplit3","corrgpca","learner04",0.666666666666667,"cycling_fibroblasts","validation",NA
"5615","fold3","CVsplit3","corrgpca","learner05",0.666666666666667,"cycling_fibroblasts","validation",NA
"5616","fold3","CVsplit3","corrgpca","learner06",0.666666666666667,"cycling_fibroblasts","validation",NA
"5617","fold3","CVsplit3","corrgpca","learner07",0.666666666666667,"cycling_fibroblasts","validation",NA
"5618","fold3","CVsplit3","corrgpca","learner08",0.666666666666667,"cycling_fibroblasts","validation",NA
"5619","fold3","CVsplit3","corrgpca","learner09",1,"cycling_fibroblasts","validation",NA
"5620","fold3","CVsplit3","corrgpca","learner10",0.833333333333333,"cycling_fibroblasts","validation",NA
"5621","fold3","CVsplit3","corrgpca","learner11",0.666666666666667,"cycling_fibroblasts","validation",NA
"5622","fold3","CVsplit3","corrgpca","learner12",0.666666666666667,"cycling_fibroblasts","validation",NA
"5623","fold3","CVsplit3","corrgpca","learner13",0.666666666666667,"cycling_fibroblasts","validation",NA
"5624","fold3","CVsplit3","corrgpca","learner14",0.833333333333333,"cycling_fibroblasts","validation",NA
"5625","fold3","CVsplit3","corrgpca","learner15",1,"cycling_fibroblasts","validation",NA
"5626","fold3","CVsplit3","corrgpca","learner16",0.666666666666667,"cycling_fibroblasts","validation",NA
"5627","fold3","CVsplit3","corrgpca","learner17",0.666666666666667,"cycling_fibroblasts","validation",NA
"5628","fold3","CVsplit3","corrgpca","learner18",0.666666666666667,"cycling_fibroblasts","validation",NA
"5629","fold3","CVsplit3","corrgpca","learner19",0.833333333333333,"cycling_fibroblasts","validation",NA
"5630","fold3","CVsplit3","corrgpca","learner20",0.666666666666667,"cycling_fibroblasts","validation",NA
"5631","fold3","CVsplit3","corrgpca","learner21",0.666666666666667,"cycling_fibroblasts","validation",NA
"5632","fold3","CVsplit3","corrgpca","learner22",1,"cycling_fibroblasts","validation",NA
"5633","fold3","CVsplit3","corrgpca","learner23",0.666666666666667,"cycling_fibroblasts","validation",NA
"5634","fold3","CVsplit3","corrgpca","learner24",0.666666666666667,"cycling_fibroblasts","validation",NA
"5635","fold3","CVsplit3","corrgpca","learner25",0.666666666666667,"cycling_fibroblasts","validation",NA
"5636","fold3","CVsplit3","corrgpca","learner26",0.666666666666667,"cycling_fibroblasts","validation",NA
"5637","fold3","CVsplit3","corrgpca","learner27",1,"cycling_fibroblasts","validation",NA
"5638","fold3","CVsplit3","corrgpca","learner28",1,"cycling_fibroblasts","validation",NA
"5639","fold3","CVsplit3","corrgpca","learner29",0.666666666666667,"cycling_fibroblasts","validation",NA
"5640","fold3","CVsplit3","corrgpca","learner30",0.666666666666667,"cycling_fibroblasts","validation",NA
"5641","fold3","CVsplit3","corrgpca","learner31",0.833333333333333,"cycling_fibroblasts","validation",NA
"5642","fold3","CVsplit3","corrgpca","learner32",0.666666666666667,"cycling_fibroblasts","validation",NA
"5643","fold3","CVsplit3","corrgpca","learner33",0.666666666666667,"cycling_fibroblasts","validation",NA
"5644","fold3","CVsplit3","corrgpca","learner34",0.666666666666667,"cycling_fibroblasts","validation",NA
"5645","fold3","CVsplit3","corrgpca","learner35",0.666666666666667,"cycling_fibroblasts","validation",NA
"5646","fold3","CVsplit3","corrgpca","learner36",0.666666666666667,"cycling_fibroblasts","validation",NA
"5647","fold3","CVsplit3","corrgpca","learner37",0.666666666666667,"cycling_fibroblasts","validation",NA
"5648","fold3","CVsplit3","corrgpca","learner38",1,"cycling_fibroblasts","validation",NA
"5649","fold3","CVsplit3","corrgpca","learner39",0.666666666666667,"cycling_fibroblasts","validation",NA
"5650","fold3","CVsplit3","corrgpca","learner40",0.666666666666667,"cycling_fibroblasts","validation",NA
"5651","fold3","CVsplit3","corrgpca","learner41",0.666666666666667,"cycling_fibroblasts","validation",NA
"5652","fold3","CVsplit3","corrgpca","learner42",0.5,"cycling_fibroblasts","validation",NA
"5653","fold3","CVsplit3","corrgpca","learner43",0.666666666666667,"cycling_fibroblasts","validation",NA
"5654","fold3","CVsplit3","corrgpca","learner44",0.666666666666667,"cycling_fibroblasts","validation",NA
"5655","fold3","CVsplit3","corrgpca","learner45",0.666666666666667,"cycling_fibroblasts","validation",NA
"5656","fold3","CVsplit3","corrgpca","learner46",0.666666666666667,"cycling_fibroblasts","validation",NA
"5657","fold3","CVsplit3","corrgpca","learner47",0.666666666666667,"cycling_fibroblasts","validation",NA
"5658","fold3","CVsplit3","corrgpca","learner48",0.666666666666667,"cycling_fibroblasts","validation",NA
"5659","fold3","CVsplit3","corrgpca","learner49",0.666666666666667,"cycling_fibroblasts","validation",NA
"5660","fold3","CVsplit3","corrgpca","learner50",0.666666666666667,"cycling_fibroblasts","validation",NA
"5661","fold3","CVsplit4","corrgpca","learner01",1,"cycling_fibroblasts","validation",NA
"5662","fold3","CVsplit4","corrgpca","learner02",1,"cycling_fibroblasts","validation",NA
"5663","fold3","CVsplit4","corrgpca","learner03",1,"cycling_fibroblasts","validation",NA
"5664","fold3","CVsplit4","corrgpca","learner04",1,"cycling_fibroblasts","validation",NA
"5665","fold3","CVsplit4","corrgpca","learner05",1,"cycling_fibroblasts","validation",NA
"5666","fold3","CVsplit4","corrgpca","learner06",1,"cycling_fibroblasts","validation",NA
"5667","fold3","CVsplit4","corrgpca","learner07",1,"cycling_fibroblasts","validation",NA
"5668","fold3","CVsplit4","corrgpca","learner08",1,"cycling_fibroblasts","validation",NA
"5669","fold3","CVsplit4","corrgpca","learner09",1,"cycling_fibroblasts","validation",NA
"5670","fold3","CVsplit4","corrgpca","learner10",1,"cycling_fibroblasts","validation",NA
"5671","fold3","CVsplit4","corrgpca","learner11",1,"cycling_fibroblasts","validation",NA
"5672","fold3","CVsplit4","corrgpca","learner12",1,"cycling_fibroblasts","validation",NA
"5673","fold3","CVsplit4","corrgpca","learner13",1,"cycling_fibroblasts","validation",NA
"5674","fold3","CVsplit4","corrgpca","learner14",1,"cycling_fibroblasts","validation",NA
"5675","fold3","CVsplit4","corrgpca","learner15",1,"cycling_fibroblasts","validation",NA
"5676","fold3","CVsplit4","corrgpca","learner16",1,"cycling_fibroblasts","validation",NA
"5677","fold3","CVsplit4","corrgpca","learner17",1,"cycling_fibroblasts","validation",NA
"5678","fold3","CVsplit4","corrgpca","learner18",1,"cycling_fibroblasts","validation",NA
"5679","fold3","CVsplit4","corrgpca","learner19",1,"cycling_fibroblasts","validation",NA
"5680","fold3","CVsplit4","corrgpca","learner20",1,"cycling_fibroblasts","validation",NA
"5681","fold3","CVsplit4","corrgpca","learner21",1,"cycling_fibroblasts","validation",NA
"5682","fold3","CVsplit4","corrgpca","learner22",1,"cycling_fibroblasts","validation",NA
"5683","fold3","CVsplit4","corrgpca","learner23",1,"cycling_fibroblasts","validation",NA
"5684","fold3","CVsplit4","corrgpca","learner24",1,"cycling_fibroblasts","validation",NA
"5685","fold3","CVsplit4","corrgpca","learner25",1,"cycling_fibroblasts","validation",NA
"5686","fold3","CVsplit4","corrgpca","learner26",1,"cycling_fibroblasts","validation",NA
"5687","fold3","CVsplit4","corrgpca","learner27",1,"cycling_fibroblasts","validation",NA
"5688","fold3","CVsplit4","corrgpca","learner28",1,"cycling_fibroblasts","validation",NA
"5689","fold3","CVsplit4","corrgpca","learner29",1,"cycling_fibroblasts","validation",NA
"5690","fold3","CVsplit4","corrgpca","learner30",1,"cycling_fibroblasts","validation",NA
"5691","fold3","CVsplit4","corrgpca","learner31",1,"cycling_fibroblasts","validation",NA
"5692","fold3","CVsplit4","corrgpca","learner32",1,"cycling_fibroblasts","validation",NA
"5693","fold3","CVsplit4","corrgpca","learner33",1,"cycling_fibroblasts","validation",NA
"5694","fold3","CVsplit4","corrgpca","learner34",1,"cycling_fibroblasts","validation",NA
"5695","fold3","CVsplit4","corrgpca","learner35",1,"cycling_fibroblasts","validation",NA
"5696","fold3","CVsplit4","corrgpca","learner36",1,"cycling_fibroblasts","validation",NA
"5697","fold3","CVsplit4","corrgpca","learner37",1,"cycling_fibroblasts","validation",NA
"5698","fold3","CVsplit4","corrgpca","learner38",1,"cycling_fibroblasts","validation",NA
"5699","fold3","CVsplit4","corrgpca","learner39",1,"cycling_fibroblasts","validation",NA
"5700","fold3","CVsplit4","corrgpca","learner40",1,"cycling_fibroblasts","validation",NA
"5701","fold3","CVsplit4","corrgpca","learner41",1,"cycling_fibroblasts","validation",NA
"5702","fold3","CVsplit4","corrgpca","learner42",1,"cycling_fibroblasts","validation",NA
"5703","fold3","CVsplit4","corrgpca","learner43",1,"cycling_fibroblasts","validation",NA
"5704","fold3","CVsplit4","corrgpca","learner44",1,"cycling_fibroblasts","validation",NA
"5705","fold3","CVsplit4","corrgpca","learner45",1,"cycling_fibroblasts","validation",NA
"5706","fold3","CVsplit4","corrgpca","learner46",1,"cycling_fibroblasts","validation",NA
"5707","fold3","CVsplit4","corrgpca","learner47",1,"cycling_fibroblasts","validation",NA
"5708","fold3","CVsplit4","corrgpca","learner48",1,"cycling_fibroblasts","validation",NA
"5709","fold3","CVsplit4","corrgpca","learner49",1,"cycling_fibroblasts","validation",NA
"5710","fold3","CVsplit4","corrgpca","learner50",1,"cycling_fibroblasts","validation",NA
"5711","fold3","CVsplit5","corrgpca","learner01",1,"cycling_fibroblasts","validation",NA
"5712","fold3","CVsplit5","corrgpca","learner02",1,"cycling_fibroblasts","validation",NA
"5713","fold3","CVsplit5","corrgpca","learner03",0.833333333333333,"cycling_fibroblasts","validation",NA
"5714","fold3","CVsplit5","corrgpca","learner04",0.833333333333333,"cycling_fibroblasts","validation",NA
"5715","fold3","CVsplit5","corrgpca","learner05",1,"cycling_fibroblasts","validation",NA
"5716","fold3","CVsplit5","corrgpca","learner06",1,"cycling_fibroblasts","validation",NA
"5717","fold3","CVsplit5","corrgpca","learner07",1,"cycling_fibroblasts","validation",NA
"5718","fold3","CVsplit5","corrgpca","learner08",0.833333333333333,"cycling_fibroblasts","validation",NA
"5719","fold3","CVsplit5","corrgpca","learner09",1,"cycling_fibroblasts","validation",NA
"5720","fold3","CVsplit5","corrgpca","learner10",1,"cycling_fibroblasts","validation",NA
"5721","fold3","CVsplit5","corrgpca","learner11",1,"cycling_fibroblasts","validation",NA
"5722","fold3","CVsplit5","corrgpca","learner12",0.833333333333333,"cycling_fibroblasts","validation",NA
"5723","fold3","CVsplit5","corrgpca","learner13",0.833333333333333,"cycling_fibroblasts","validation",NA
"5724","fold3","CVsplit5","corrgpca","learner14",0.666666666666667,"cycling_fibroblasts","validation",NA
"5725","fold3","CVsplit5","corrgpca","learner15",0.666666666666667,"cycling_fibroblasts","validation",NA
"5726","fold3","CVsplit5","corrgpca","learner16",1,"cycling_fibroblasts","validation",NA
"5727","fold3","CVsplit5","corrgpca","learner17",1,"cycling_fibroblasts","validation",NA
"5728","fold3","CVsplit5","corrgpca","learner18",1,"cycling_fibroblasts","validation",NA
"5729","fold3","CVsplit5","corrgpca","learner19",1,"cycling_fibroblasts","validation",NA
"5730","fold3","CVsplit5","corrgpca","learner20",1,"cycling_fibroblasts","validation",NA
"5731","fold3","CVsplit5","corrgpca","learner21",1,"cycling_fibroblasts","validation",NA
"5732","fold3","CVsplit5","corrgpca","learner22",0.666666666666667,"cycling_fibroblasts","validation",NA
"5733","fold3","CVsplit5","corrgpca","learner23",0.833333333333333,"cycling_fibroblasts","validation",NA
"5734","fold3","CVsplit5","corrgpca","learner24",1,"cycling_fibroblasts","validation",NA
"5735","fold3","CVsplit5","corrgpca","learner25",1,"cycling_fibroblasts","validation",NA
"5736","fold3","CVsplit5","corrgpca","learner26",1,"cycling_fibroblasts","validation",NA
"5737","fold3","CVsplit5","corrgpca","learner27",1,"cycling_fibroblasts","validation",NA
"5738","fold3","CVsplit5","corrgpca","learner28",1,"cycling_fibroblasts","validation",NA
"5739","fold3","CVsplit5","corrgpca","learner29",1,"cycling_fibroblasts","validation",NA
"5740","fold3","CVsplit5","corrgpca","learner30",0.833333333333333,"cycling_fibroblasts","validation",NA
"5741","fold3","CVsplit5","corrgpca","learner31",0.666666666666667,"cycling_fibroblasts","validation",NA
"5742","fold3","CVsplit5","corrgpca","learner32",1,"cycling_fibroblasts","validation",NA
"5743","fold3","CVsplit5","corrgpca","learner33",0.666666666666667,"cycling_fibroblasts","validation",NA
"5744","fold3","CVsplit5","corrgpca","learner34",1,"cycling_fibroblasts","validation",NA
"5745","fold3","CVsplit5","corrgpca","learner35",1,"cycling_fibroblasts","validation",NA
"5746","fold3","CVsplit5","corrgpca","learner36",1,"cycling_fibroblasts","validation",NA
"5747","fold3","CVsplit5","corrgpca","learner37",0.833333333333333,"cycling_fibroblasts","validation",NA
"5748","fold3","CVsplit5","corrgpca","learner38",0.666666666666667,"cycling_fibroblasts","validation",NA
"5749","fold3","CVsplit5","corrgpca","learner39",1,"cycling_fibroblasts","validation",NA
"5750","fold3","CVsplit5","corrgpca","learner40",0.833333333333333,"cycling_fibroblasts","validation",NA
"5751","fold3","CVsplit5","corrgpca","learner41",0.833333333333333,"cycling_fibroblasts","validation",NA
"5752","fold3","CVsplit5","corrgpca","learner42",1,"cycling_fibroblasts","validation",NA
"5753","fold3","CVsplit5","corrgpca","learner43",0.833333333333333,"cycling_fibroblasts","validation",NA
"5754","fold3","CVsplit5","corrgpca","learner44",1,"cycling_fibroblasts","validation",NA
"5755","fold3","CVsplit5","corrgpca","learner45",0.833333333333333,"cycling_fibroblasts","validation",NA
"5756","fold3","CVsplit5","corrgpca","learner46",0.833333333333333,"cycling_fibroblasts","validation",NA
"5757","fold3","CVsplit5","corrgpca","learner47",0.833333333333333,"cycling_fibroblasts","validation",NA
"5758","fold3","CVsplit5","corrgpca","learner48",1,"cycling_fibroblasts","validation",NA
"5759","fold3","CVsplit5","corrgpca","learner49",0.833333333333333,"cycling_fibroblasts","validation",NA
"5760","fold3","CVsplit5","corrgpca","learner50",0.833333333333333,"cycling_fibroblasts","validation",NA
"5761","fold4","CVsplit1","corrgpca","learner01",0.833333333333333,"cycling_fibroblasts","validation",NA
"5762","fold4","CVsplit1","corrgpca","learner02",1,"cycling_fibroblasts","validation",NA
"5763","fold4","CVsplit1","corrgpca","learner03",0.833333333333333,"cycling_fibroblasts","validation",NA
"5764","fold4","CVsplit1","corrgpca","learner04",0.666666666666667,"cycling_fibroblasts","validation",NA
"5765","fold4","CVsplit1","corrgpca","learner05",1,"cycling_fibroblasts","validation",NA
"5766","fold4","CVsplit1","corrgpca","learner06",1,"cycling_fibroblasts","validation",NA
"5767","fold4","CVsplit1","corrgpca","learner07",1,"cycling_fibroblasts","validation",NA
"5768","fold4","CVsplit1","corrgpca","learner08",1,"cycling_fibroblasts","validation",NA
"5769","fold4","CVsplit1","corrgpca","learner09",1,"cycling_fibroblasts","validation",NA
"5770","fold4","CVsplit1","corrgpca","learner10",1,"cycling_fibroblasts","validation",NA
"5771","fold4","CVsplit1","corrgpca","learner11",1,"cycling_fibroblasts","validation",NA
"5772","fold4","CVsplit1","corrgpca","learner12",0.833333333333333,"cycling_fibroblasts","validation",NA
"5773","fold4","CVsplit1","corrgpca","learner13",1,"cycling_fibroblasts","validation",NA
"5774","fold4","CVsplit1","corrgpca","learner14",0.833333333333333,"cycling_fibroblasts","validation",NA
"5775","fold4","CVsplit1","corrgpca","learner15",0.833333333333333,"cycling_fibroblasts","validation",NA
"5776","fold4","CVsplit1","corrgpca","learner16",1,"cycling_fibroblasts","validation",NA
"5777","fold4","CVsplit1","corrgpca","learner17",0.833333333333333,"cycling_fibroblasts","validation",NA
"5778","fold4","CVsplit1","corrgpca","learner18",1,"cycling_fibroblasts","validation",NA
"5779","fold4","CVsplit1","corrgpca","learner19",0.833333333333333,"cycling_fibroblasts","validation",NA
"5780","fold4","CVsplit1","corrgpca","learner20",1,"cycling_fibroblasts","validation",NA
"5781","fold4","CVsplit1","corrgpca","learner21",1,"cycling_fibroblasts","validation",NA
"5782","fold4","CVsplit1","corrgpca","learner22",1,"cycling_fibroblasts","validation",NA
"5783","fold4","CVsplit1","corrgpca","learner23",0.833333333333333,"cycling_fibroblasts","validation",NA
"5784","fold4","CVsplit1","corrgpca","learner24",1,"cycling_fibroblasts","validation",NA
"5785","fold4","CVsplit1","corrgpca","learner25",1,"cycling_fibroblasts","validation",NA
"5786","fold4","CVsplit1","corrgpca","learner26",1,"cycling_fibroblasts","validation",NA
"5787","fold4","CVsplit1","corrgpca","learner27",1,"cycling_fibroblasts","validation",NA
"5788","fold4","CVsplit1","corrgpca","learner28",1,"cycling_fibroblasts","validation",NA
"5789","fold4","CVsplit1","corrgpca","learner29",1,"cycling_fibroblasts","validation",NA
"5790","fold4","CVsplit1","corrgpca","learner30",1,"cycling_fibroblasts","validation",NA
"5791","fold4","CVsplit1","corrgpca","learner31",0.666666666666667,"cycling_fibroblasts","validation",NA
"5792","fold4","CVsplit1","corrgpca","learner32",1,"cycling_fibroblasts","validation",NA
"5793","fold4","CVsplit1","corrgpca","learner33",1,"cycling_fibroblasts","validation",NA
"5794","fold4","CVsplit1","corrgpca","learner34",1,"cycling_fibroblasts","validation",NA
"5795","fold4","CVsplit1","corrgpca","learner35",1,"cycling_fibroblasts","validation",NA
"5796","fold4","CVsplit1","corrgpca","learner36",1,"cycling_fibroblasts","validation",NA
"5797","fold4","CVsplit1","corrgpca","learner37",0.666666666666667,"cycling_fibroblasts","validation",NA
"5798","fold4","CVsplit1","corrgpca","learner38",0.833333333333333,"cycling_fibroblasts","validation",NA
"5799","fold4","CVsplit1","corrgpca","learner39",1,"cycling_fibroblasts","validation",NA
"5800","fold4","CVsplit1","corrgpca","learner40",0.833333333333333,"cycling_fibroblasts","validation",NA
"5801","fold4","CVsplit1","corrgpca","learner41",1,"cycling_fibroblasts","validation",NA
"5802","fold4","CVsplit1","corrgpca","learner42",0.833333333333333,"cycling_fibroblasts","validation",NA
"5803","fold4","CVsplit1","corrgpca","learner43",1,"cycling_fibroblasts","validation",NA
"5804","fold4","CVsplit1","corrgpca","learner44",0.666666666666667,"cycling_fibroblasts","validation",NA
"5805","fold4","CVsplit1","corrgpca","learner45",0.666666666666667,"cycling_fibroblasts","validation",NA
"5806","fold4","CVsplit1","corrgpca","learner46",1,"cycling_fibroblasts","validation",NA
"5807","fold4","CVsplit1","corrgpca","learner47",1,"cycling_fibroblasts","validation",NA
"5808","fold4","CVsplit1","corrgpca","learner48",1,"cycling_fibroblasts","validation",NA
"5809","fold4","CVsplit1","corrgpca","learner49",1,"cycling_fibroblasts","validation",NA
"5810","fold4","CVsplit1","corrgpca","learner50",0.666666666666667,"cycling_fibroblasts","validation",NA
"5811","fold4","CVsplit2","corrgpca","learner01",0.333333333333333,"cycling_fibroblasts","validation",NA
"5812","fold4","CVsplit2","corrgpca","learner02",0.333333333333333,"cycling_fibroblasts","validation",NA
"5813","fold4","CVsplit2","corrgpca","learner03",0.333333333333333,"cycling_fibroblasts","validation",NA
"5814","fold4","CVsplit2","corrgpca","learner04",0.333333333333333,"cycling_fibroblasts","validation",NA
"5815","fold4","CVsplit2","corrgpca","learner05",0.166666666666667,"cycling_fibroblasts","validation",NA
"5816","fold4","CVsplit2","corrgpca","learner06",0.166666666666667,"cycling_fibroblasts","validation",NA
"5817","fold4","CVsplit2","corrgpca","learner07",0.166666666666667,"cycling_fibroblasts","validation",NA
"5818","fold4","CVsplit2","corrgpca","learner08",0.666666666666667,"cycling_fibroblasts","validation",NA
